Name,Palette,Threadcount,Origin URL
"Climb, The",G#23321B BOTTLE GREEN; B#5F749C BALMORAL BLUE; LG#B7D38B SAGE GREEN; W#F9F5EF PEROXIDE WHITE; R#CA2625 BRIGHT SCARLET;,LG/4 G18 DR32 R4 B60 LG6 G12 W/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10807
Clinton (Personal),B#2C2C80 BLUE; XR#D40000 BASIC RED; W#E0E0E0 WHITE; K#101010 BLACK; SB#7878A8 SKY BLUE;,W/6 B54 K8 SB10 K16 XR36 B12 W/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=688
Clyde,LN#8C8C8C LIGHT GREY; NN#646464 MEDIUM GREY; DR#8C0000 DARK RED; DN#5C5C5C DARK GREY;,LN/10 NN6 LN44 DR6 NN12 DN34 DR4 DN8 DR4 DN/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=692
Clyde Family (Hurleford) (Personal),B#271B86 SEVENTEEN BLUE; W#F7F1E8 PEROXIDE WHITE; RG#649848 ROSS GREEN; R#CA2625 BRIGHT SCARLET; K#1C1714 BLACK;,R/64 K30 RG30 B18 W4 B2 W/3,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10532
Clyde Valley HOG,Y#E8C000 YELLOW; K#101010 BLACK; O#D87C00 ORANGE; N#888888 GRAY; LN#A0A0A0 LIGHT GRAY;,Y/3 K6 O40 N20 LN6 K6 LN6 K/54,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=693
CoVASS,K#101010 BLACK; P#780078 PURPLE; G#006818 GREEN; B#2C2C80 BLUE; CLR#E87878 CORAL; W#E0E0E0 WHITE;,K/180 P2 K4 CLR4 W2 K2 CLR8 K4 G2 K4 B/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5720
Coarse Kilt,WS#C80000 SCARLET; KK#000000 BLACK; WB#000048 BLUE; WG#044028 GREEN;,WS/6 KK4 WB50 KK56 WG50 KK4 WS/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=694
Coburg,A#5C8CA8 AZURE; K#101010 BLACK; G#006818 GREEN; DP#440044 DARK PURPLE;,G/36 A4 G8 K28 DP24 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4838
Coca Cola,LSB#D4E8F4 LIGHT SKY; K#101010 BLACK; R#C80000 RED; T#604000 BROWN;,LSB/14 T14 LSB14 T80 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5562
Cochrane,G#006818 GREEN; K#101010 BLACK; DB#202060 DARK BLUE; R#C80000 RED; YT#D8B000 TAN YELLOW;,G/68 R8 G6 R4 G8 R4 G6 R8 G34 K34 R4 DB34 R8 DB8 YT/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=695
Cochrane (1974),G#005020 MOD GREEN; R#DC0000 RED; K#101010 BLACK; B#2C4084 BLUE; Y#E8C000 YELLOW;,G/44 R8 G4 R4 G4 R8 G24 K24 R4 B20 R8 B8 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=696
Cochrane (1984),G#005020 MOD GREEN; R#DC0000 RED; K#101010 BLACK; B#2C4084 BLUE; Y#E8C000 YELLOW;,G/32 R4 G4 R2 G6 R2 G4 R4 G24 K24 R2 B32 R4 B16 Y/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=697
Cochrane Azure,A#3C82AF BLUE; R#DC0000 RED; K#101010 BLACK; B#2C4084 BLUE; Y#E8C000 YELLOW;,A/54 R8 A6 R4 A8 R4 A6 R8 A28 K28 R4 B28 R8 B8 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=698
Cochrane Hunting,Y#DC943C YELLOW; B#789484 BLUE; R#C8002C RED; T#4C3428 BROWN; G#408060 GREEN;,G/46 R6 G6 R2 G8 R2 G6 R2 G6 T36 R2 B47 R6 B24 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11165
Cockburn,K#101010 BLACK; G#006818 GREEN; B#2C2C80 BLUE; WW#FCFCFC WILSON WHITE; R#C80000 RED; Y#E8C000 YELLOW;,G/40 K4 G4 K4 G4 K4 B16 K4 WW4 K4 B4 Y4 K4 G16 K4 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=699
Cockburn #2,R#DC0000 RED; K#101010 BLACK; G#005020 MOD GREEN; B#2C4084 BLUE; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,R/6 K4 G18 B24 W6 B24 G4 K4 G4 K4 G72 K4 G4 K4 G4 B24 W6 B24 K6 Y6 K4 G24 K4 R6 K4 G12 W/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=700
Cockburn #3,R#DC0000 RED; K#101010 BLACK; G#005020 MOD GREEN; B#2C4084 BLUE; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,R/5 K2 G25 K6 B31 K2 W5 K2 B31 K6 G2 K2 G2 K2 G82 K2 G2 K2 G2 K6 B31 K2 W5 K2 B31 K2 Y5 K2 G30 K2 R/5,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=701
Cockburn #4,W#E0E0E0 WHITE; Y#E8C000 YELLOW; G#006818 GREEN; K#101010 BLACK; DB#202060 DARK BLUE; R#C80000 RED;,R5 K2 G25 K6 DB31 K2 W5 K2 DB31 K6 G2 K2 G2 K2 G86 K2 G2 K2 G2 K6 DB31 K2 W5 K2 DB31 K2 Y5 K2 G30 K2 R5 K2 G30 K2 Y5 K2 DB31 K2 W5 K2 DB31 K6 G2 K2 G2 K2 G86 K2 G2 K2 G2 K6 DB31 K2 W5 K2 DB31 K6 G25 K2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=702
Cockburn (Old Pattern),G#006818 GREEN; K#101010 BLACK; CW#FCFCFC CLEAR; R#C80000 RED; YT#D8B000 TAN YELLOW; B#2C2C80 BLUE;,R6 K1 G34 K2 YT4 K5 B5 K1 CW5 K1 B34 K5 G2 K2 G2 K2 G86 K2 G2 K2 G2 K5 B34 K1 CW5,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=703
Cockburn Blue,B#2C4084 BLUE; K#101010 BLACK; G#005020 MOD GREEN; W#E0E0E0 WHITE; Y#E8C000 YELLOW; R#DC0000 RED;,B/30 K2 G2 K2 G2 K2 B10 K2 W2 K2 B10 K2 Y2 K2 G10 K2 R/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=704
Cockburn of Ormiston Dress,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED; WW#FCFCFC WILSON WHITE; Y#E8C000 YELLOW;,R/4 K4 G16 K4 Y4 K4 B16 K4 WW4 K4 B16 G4 K4 G4 K4 WW/62,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=705
Coffield-Limesand (Personal),P#3D1130 BILBERRY; BG#23321B BOTTLE GREEN; T#351E14 UMBER BROWN; W#DDD5AF MUTED WHITE; K#1C1714 BLACK;,P/32 K4 BG8 K4 T8 K24 BG32 K4 W/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10596
Coigach,DWR#800028 DARK RUBY; AW#E8CCB8 ANC WHITE; K#101010 BLACK; B#2C2C80 BLUE; Y#E8C000 YELLOW; G#006818 GREEN;,DWR/6 AW6 K6 AW6 DWR6 B16 K2 Y4 K2 B16 K4 G60 K2 G20 K/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=706
Coigach Tweed,K#000000 BLACK; DW#C8C8C8 WHITE; SR#A43C14 SIENNA;,K6 DW6 SR6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=707
Coldstream,B#2C2C80 BLUE; DB#202060 DARK BLUE; EG#009468 EMERALD GREEN; LB#2888C4 LIGHT BLUE; R#C80000 RED; S#C8002C SCARLET; W#E0E0E0 WHITE;,R/2 B48 DB4 B6 DB8 S6 LB8 S6 EG36 B2 W/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=708
"Coleman, Sarah-Louise (Personal)",G#007800 GREEN; N#888888 GREY; P#780078 PURPLE;,G/20 N10 P30 N/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11027
Colgan (Personal),B#00008C BLUE; G#007800 GREEN; R#8C0000 RED; K#000000 BLACK; W#C8C8C8 WHITE;,R/14 B4 G10 K48 B4 G20 B56 G20 W/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=709
College of New Caledonia,B#373875 SEVENTEEN BLUE; BG#23321B BOTTLE GREEN; RG#649848 ROSS GREEN; Y#E0A126 GOLDEN YELLOW; R#CA2625 BRIGHT SCARLET; W#F9F5EF WHITE;,B/104 Y46 RG12 BG10 W2 R/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10310
College of Radiographers,RB#00008C BLUE; MY#C88C00 YELLOW; DW#C8C8C8 WHITE; K#101010 BLACK;,K/30 MY4 K20 RB36 DW/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=710
Colliers International,DN#5C5C5C DARK GREY; LB#2888C4 LIGHT BLUE; R#C80000 RED; DB#1C1C50 DARK BLUE; Y#E8C000 YELLOW;,DN14 DB14 DN14 DB80 LB6 DB80 DN14 DB14 DN14 DB14 DN14 DB80 R6 DB80 DN14 DB14 DN14 DB14 DN14 DB80 Y6 DB80 DN14 DB14,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5561
Collister (Personal),LO#EC8048 LGT ORANGE; NB#003C64 NAVY BLUE; WW#F8F8F8 WILSON WHITE; DN#5C5C5C DARK GREY; K#101010 BLACK;,K/52 DN4 K4 DN4 K4 DN20 WW20 DN12 NB20 LO/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=712
Colorado,DR#8C0000 RED; MY#C88C00 YELLOW; K#000000 BLACK; LN#C8C8C8 WHITE; SB#788CB4 AZURE; P#64008C PURPLE; G#006818 GREEN; WW#FCFCFC WILSON WHITE;,G/64 LN6 P6 LN6 G4 K40 SB34 DR6 MY/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=713
Colquhoun,B#2C4084 BLUE; K#101010 BLACK; W#E0E0E0 WHITE; G#005020 MOD GREEN; R#DC0000 RED;,B/8 K4 B32 W2 K16 G48 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=714
Colquhoun #2,K#101010 BLACK; B#2C2C80 BLUE; DG#003820 DARK GREEN; LN#C0C0C0 LIGHT GRAY; R#C80000 RED; G#006818 GREEN; WW#FCFCFC WILSON WHITE; BL#1474B4 BALMORAL BLUE; HG#285800 HUNTING GREEN;,BL/6 K6 BL48 K48 WW6 G48 R/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=715
Colquhoun #3,P#5A008C PURPLE; K#101010 BLACK; W#E0E0E0 WHITE; G#005020 MOD GREEN; R#DC0000 RED;,P/12 K6 P42 K46 W6 G48 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=716
Colquhoun Dress,K#101010 BLACK; DR#880000 DARK RED; G#006818 GREEN; DW#B8B8B8 OFF WHITE; RB#1C0070 ROYAL BLUE;,RB20 K4 RB4 K4 RB20 K30 DW6 RB6 DW36 RB4 DR4 RB4 DW38 RB6 DW6 K30 DW4 G28 DR4 G28 DW4 K30,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=717
Colvin,DG#004C00 DARK GRN; R#8C0000 RED; BB#00008C BALMORAL; W#C8C8C8 WHITE;,BB/12 R18 DG128 BB32 W8 BB8 W8 BB/72,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=719
Common Ground (Dress),DR#930601 DARK RED; W#FFFFFF WHITE; Y#F0E200 GOLDEN YELLOW; B#001F5C SAPPHIRE;,W/6 DR54 W32 B54 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10579
Common Kilt,WB#000048 BLUE; WS#C80000 SCARLET; WG#044028 GREEN; K#000000 BLACK;,WB/4 WS2 K4 WG50 K56 WB50 K4 WS/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=720
Commonwealth,K#101010 BLACK; BN#14283C BLUE GREY; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; O#D87C00 ORANGE; LT#A08858 LIGHT BROWN; R#C80000 RED;,R/8 BN12 R8 BN40 LT24 K8 LN12 R24 LT8 BN/24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=721
Commonwealth Games 1986,K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; R#C80000 RED; WW#FCFCFC WILSON WHITE;,R/8 B12 R8 B40 WW24 K8 WW12 R24 WW8 B/24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=723
Commonwealth Games 1986 #2,B#2C2C80 BLUE; N#888888 GREY; LB#2888C4 LIGHT BLUE; R#C80000 RED; WW#FCFCFC WILSON WHITE;,R/4 LB44 B4 LB4 B30 WW6 B4 WW2 B2 WW2 B/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=724
Commonwealth Games 1998,AZ#788CB4 AZURE; AGG#003014 MOD GREEN; LC#C82800 GOV CRIMSON; Y#C88C00 YELLOW; BP#780078 MOD PURPLE; RO#B42864 ROSE;,AGG/20 RO4 AGG4 LC8 AGG32 BP32 LC4 AZ36 Y4 AZ16 LC/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=722
Commonwealth Variation,RB#00008C BALMORAL; DR#8C0000 DARK RED; K#000000 BLACK; DW#B0B0B0 SOFT WHITE;,RB/6 DR6 RB28 K20 DW28 K8 DW28 K20 RB6 DR6 RB6 DR6 RB/40,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=725
Compaq,O#D87C00 ORANGE; R#C80000 RED; Y#E8C000 YELLOW;,Y/6 O6 Y6 O6 Y6 R6 Y6 R6 Y6 R6 Y6 R6 Y6 O6 Y6 O/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=726
Comrie Gold,W#F0E0C8 WHITE; R#C80000 RED; RB#1C0070 ROYAL BLUE; Y#E8C000 YELLOW; MY#ECB034 M YELLOW;,R/8 W64 MY24 Y10 RB4 W4 RB4 Y/84,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5630
Comrie Navy Blue,W#F0E0C8 WHITE; RB#1C0070 ROYAL BLUE; K#101010 BLACK; NB#003C64 NAVY BLUE; LB#2888C4 LIGHT BLUE;,RB/8 W64 K24 NB10 LB4 W4 LB4 NB/84,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5617
Comyn / Cumming,A#3C82AF BLUE; K#101010 BLACK; Y#E8C000 YELLOW; G#005020 MOD GREEN; R#DC0000 RED; W#E0E0E0 WHITE;,A/16 K8 A16 K40 Y4 G40 R16 W4 R/16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=727
Confederate,DR#8C0000 DARK RED; RB#00008C BALMORAL; K#000000 BLACK; G#004C00 DARK GRN; BL#1474B4 BALMORAL BLUE; R#C80000 RED;,R/24 BL36 K2 R8 K2 G12 K/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=728
Confederate Artillery,B#00008C BLUE; AGG#003014 MOD GREEN; R#8C0000 RED; Y#C88C00 YELLOW; K#000000 BLACK; W#C8C8C8 WHITE; A#788CB4 AZURE; P#64008C PURPLE; LT#A0783C LIGHT TAN;,AGG/4 LT28 AGG16 LT6 AGG24 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=729
Confederate Cavalry,DG#003820 DARK GREEN; TK#8C7038 KHAKI; MY#D09800 M YELLOW;,DG/4 TK28 DG16 TK6 DG24 MY/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=730
Confederate Infantry,B#00008C BLUE; AGG#003014 MOD GREEN; R#8C0000 RED; Y#C88C00 YELLOW; K#000000 BLACK; W#C8C8C8 WHITE; A#788CB4 AZURE; P#64008C PURPLE; LT#A0783C LIGHT TAN;,AGG/4 LT28 AGG16 LT6 AGG24 B/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=731
Confederate Memorial,A#5C8CA8 AZURE; DY#E8C000 GOLD; N#888888 GREY; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; ZR#A00000 RUST; B#2C2C80 BLUE; WW#FCFCFC WILSON WHITE; R#C80000 RED; LB#2888C4 LIGHT BLUE;,LB24 N8 R8 N8 YY4 N112 R36 WW2 B8 WW6 B8 WW2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=732
Confederate Memorial Dress,RB#00008C BLUE; G#007800 GREEN; XR#C82800 GOV CRIMSON; MY#C88C00 YELLOW; K#000000 BLACK; CW#FCFCFC BRIGHT WHITE; SB#788CB4 AZURE; P#64008C PURPLE; NB#003478 MUTED BLUE; N#7C7C7C LIGHT MID GREY; LB#2888C4 LIGHT BLUE; CLR#E87878 CORAL;,LB/36 CW8 XR12 CW8 MY8 CW72 N8 CW8 N8 CW72 XR24 CW2 RB8 CW/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=733
Confederate Rose,B#2C2C80 BLUE; N#888888 GREY; Y#E8C000 YELLOW; CR#C04094 CERISE; CLR#E87878 CORAL; WW#FCFCFC WILSON WHITE; P#780078 PURPLE;,P/48 WW8 CR20 WW8 Y8 WW56 N12 WW8 N12 WW56 CR36 WW2 B8 WW/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=734
Confrerie de Vouvray,DR#880000 DARK RED; LG#289C18 LIGHT GREEN; NB#003C64 NAVY BLUE; R#C80000 RED; Y#E8C000 YELLOW;,NB/16 R8 Y36 R8 DR38 Y8 DR38 NB12 DR8 LG2 DR8 LG2 DR8 LG2 DR8 LG2 DR/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=736
Conlon,DBG#005448 DARK BLUE GREEN; DG#003820 DARK GREEN; DB#1C1C50 DARK BLUE; DR#880000 DARK RED; B#2C2C80 BLUE;,DBG/4 DG22 DBG6 DG4 DR8 DG4 DBG34 B4 DBG/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=737
Connacht,DT#2A2303 BROWN; T#503C14 BROWN; G#005020 MOD GREEN; MU#C87814 YELLOW;,DT/8 T2 DT2 T64 G4 T1 G4 T1 G4 MU/64,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=738
Connacht #2,R#DC0000 RED; LT#BE7832 BROWN; G#005020 MOD GREEN; DT#2A2303 BROWN; W#E0E0E0 WHITE;,R/4 LT4 G24 LT60 DT8 LT4 DT24 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5878
Connacht (1993),MU#C87814 YELLOW; G#005020 MOD GREEN; DT#2A2303 BROWN;,MU/128 G12 MU4 G6 MU4 G12 MU128 DT4 MU4 DT/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=739
Connaught,DT#281414 DARK BROWN; R#C80000 RED; WW#F8F8F8 WILSON WHITE; G#006818 GREEN; RY#BC8C00 DARK GOLD; T#604000 BROWN;,RY/60 G24 RY4 R4 RY4 G24 RY60 T8 RY4 T24 WW/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=741
Connaught (Lochcarron),EG#009468 EMERALD GREEN; LB#2888C4 LIGHT BLUE; LDR#980044 LINDSAY; MP#9C68A4 MAUVE; HG#285800 HUNTING GREEN;,HG/8 LDR2 HG2 LDR60 LB4 LDR4 LB4 LDR4 LB4 EG/72,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=742
Connaught Green,DB#202060 DARK BLUE; LN#C0C0C0 LIGHT GRAY; OG#5C6428 OLIVE GREEN; ZR#A00000 RUST;,ZR/2 DB24 OG10 DB4 OG8 LN/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=740
Connecticut State Police Pipe Band,RB#00008C BLUE; Y#C88C00 YELLOW; MN#5C5C5C MID GREY; DN#141414 DARK GREY;,DN/84 MN4 DN4 MN34 RB16 Y/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=743
"Connecticut, State of",DB#000048 BLUE; DN#646464 MEDIUM GREY; CW#FCFCFC BRIGHT WHITE; DG#004028 GREEN; YT#DCBC00 YELLOW; XR#C80000 SCARLET; BL#1474B4 BALMORAL BLUE; R#C80000 RED; G#006818 GREEN; N#888888 GREY; WW#FCFCFC WILSON WHITE; Y#E8C000 YELLOW;,BL80 N8 WW4 N20 G32 Y4 G8 R4 G32 N32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=744
Connel,K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW; R#C80000 RED; Y#E8C000 YELLOW; WW#FCFCFC WILSON WHITE;,WW/4 R32 K32 Y4 K32 R/32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=745
Connell (Dalgliesh) (Personal),K#101010 BLACK; DR#880000 DARK RED; G#006818 GREEN; R#C80000 RED;,K/4 R12 G48 R4 G8 R8 G8 R4 G48 R/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5198
Connemara,DG#003820 DARK GREEN; AA#789484 ANC AZURE; DR#800000 DARK RED; LG#289C18 LIGHT GREEN; DY#F0C400 GOLD; DB#202060 DARK BLUE; AG#387858 ANC GREEN; LB#2888C4 LIGHT BLUE; A#5C8CA8 AZURE; HG#285800 HUNTING GREEN;,AA/6 HG2 LG6 HG32 DR64 HG2 DY2 DB8 LG/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4983
Connolly Dress,G#006818 GREEN; K#101010 BLACK; B#2C2C80 BLUE; R#C80000 RED; Y#E8C000 YELLOW;,G/12 K4 G6 K4 G12 B16 R40 Y4 R6 G/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4928
Connolly Hunting,R#C80000 RED; G#006818 GREEN; Y#E8C000 YELLOW; B#2C2C80 BLUE; K#101010 BLACK;,R/4 G6 Y4 G40 B14 K12 R4 K4 R4 K/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4929
Conquergood,K#101010 BLACK; N#888888 GREY; LB#2888C4 LIGHT BLUE; W#E0E0E0 WHITE;,LB/4 K2 W4 N10 LB10 W22 LB4 K8 LB4 W22 LB10 N10 W4 K/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=746
Conroy (Personal),RB#00008C BLUE; G#007800 GREEN; DR#8C0000 RED; MY#C88C00 YELLOW; K#000000 BLACK; LN#C8C8C8 WHITE; SB#788CB4 AZURE; P#64008C PURPLE; DCR#A00048 CRIMSON;,DR/128 K20 MY8 DCR10 LN4 K4 RB6 MY/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=747
Contrecoeur,B#2C2C80 BLUE; SW#FCFCFC GREY; G#006818 GREEN; T#604000 BROWN; Y#E8C000 YELLOW; WW#FCFCFC WILSON WHITE; M#901C38 MARROON;,B/10 M26 WW6 M14 Y20 T2 G4 Y4 SW4 M2 SW4 Y4 G4 T2 Y/20,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=748
Contrecoeur Dress,B#2C2C80 BLUE; T#604000 BROWN; G#006818 GREEN; N#888888 GREY; Y#E8C000 YELLOW; R#C80000 RED; W#E0E0E0 WHITE;,R4 W8 N8 G8 W4 Y40 B20 W52 R12 W28 Y40 T4 G8 N8 W8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=749
Coogan (Personal),WW#F8F8F8 WILSON WHITE; DR#880000 DARK RED; RB#1C0070 ROYAL BLUE; Y#E8C000 YELLOW;,Y/4 RB132 DR32 WW4 DR2 WW/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=750
Cook,K#101010 BLACK; DG#003820 DARK GREEN; HS#048888 HSA BLUE; R#C80000 RED;,DG/24 HS12 DG12 R30 K2 R2 K/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5151
Cooke (Personal),K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; LB#2888C4 LIGHT BLUE; S#C8002C SCARLET;,K/24 LB8 B48 G32 S20 K8 G/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=751
Cooper / Couper,LLC#FA6496 RED; B#2C4084 BLUE; K#101010 BLACK; G#005020 MOD GREEN; R#DC0000 RED;,LLC/4 B4 LLC8 B60 K2 B2 G24 LLC6 B4 LLC6 K28 B6 G2 B6 G64 B4 LLC6 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=753
Cooper / Couper (James Cant),K#101010 BLACK; DR#880000 DARK RED; G#006818 GREEN; PH#6C0070 HEATHER; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; LP#B468AC MAUVE; R#C80000 RED; DB#202060 DARK BLUE;,R/4 LP6 DB4 G36 DB6 G4 DB6 K20 LP6 G4 LP6 G16 DB4 K4 DB28 LP6 DB4 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=754
Coopers & Lybrand,R#C80000 RED; B#2C2C80 BLUE; G#006818 GREEN; LB#2888C4 LIGHT BLUE; K#101010 BLACK;,LB/8 G8 R2 B48 LB8 K4 G48 R2 B20 LB8 B/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=756
Corcoran of Sherbrooke (Personal),K#101010 BLACK; TK#8C7038 KHAKI; DW#B8B8B8 OFF WHITE; OT#603800 OLIVE BROWN; P#780078 PURPLE; G#006818 GREEN;,DW/4 TK12 DW4 OT20 G8 P4 G20 DW4 K/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=759
Cordiner (Boddam),B#172D60 RAITH BLUE; LR#F6799F CLOVER; R#DD1212 BRIGHT SCARLET; Y#D3CC20 OLDYELLOW; N#3F4441 CHARCOAL GREY;,B/84 N26 R6 N4 Y6 N4 R6 N22 B16 N16 B52 N16 B16 N16 B8 LR6 B8 N/32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10721
Corey in Balachuirn,DG#001A00 DARK FIR GREEN; LO#E9713C ORANGE; G#004710 GREEN; T#453128 EARTH; B#0163AC CERULEAN BLUE;,B/64 T32 G6 LO8 DG/56,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10824
"Cork, County",RB#1C0070 ROYAL BLUE; DR#880000 DARK RED; DG#003820 DARK GREEN; GO#BC8C00 DARK GOLD; DBG#005448 DARK BLUE GREEN; ZR#A00000 RUST; G#006818 GREEN; DB#202060 DARK BLUE; YT#D8B000 TAN YELLOW; DYM#1C0044 MIDNIGHT BLUE;,DG56 DR24 DG8 COM40 GO4 COM6 GO4 COM6 DG14 COM6 GO4 COM6 GO4 COM40 DG8 DR24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=760
Cornell,Y#FCCC00 YELLOWBASIC; R#C80000 BASIC RED; G#006818 GREEN; B#2C2C80 BLUE; BW#ECE8CC BEIGE WHITE;,B80 Y4 B10 R4 G40 R4 G10 Y4 G10 BW100,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4959
Cornell #2,RR#901C38 MARROON; W#E0E0E0 WHITE; LN#A0A0A0 LIGHT GRAY; K#101010 BLACK;,K7 RR74 W13 RR13 LN7 RR13 W27 RR74,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5783
"Cornish Brewery, Red",YY#9C9C00 YELLOW; R#C40000 BASIC RED; KK#000000 BLACK; WW#E0E0E0 WHITE; BB#000088 BALMORAL;,YY/4 R6 KK4 R10 KK20 WW8 KK20 BB6 R70 KK6 R14 BB6 KK20 WW8 KK20 R12 KK4 R6 YY/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=762
Cornish Christophers (Personal),AL#48A4C0 ANDERSON BLUE; K#101010 BLACK; G#006818 GREEN; S#C8002C SCARLET; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,W/8 K30 S10 Y12 K8 Y52 AL10 G/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=763
